CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
6142,828.596569,1.0,1115.0,1115.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,268.295902,289.110551,0.0,12
6158,2.660671,0.090909,102.79,0.0,102.79,0.0,0.083333,0.0,0.083333,0.0,0,1,4000.0,203.229371,27.54692,0.090909,12
6190,82.784219,0.363636,431.28,431.28,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,734.818798,173.255235,0.0,12
6236,4.607593,0.181818,44.55,44.55,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,267.147917,88.028446,0.0,12
6312,514.17242,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1000.0,103.945858,1879.235176,0.0,12
6392,14.983682,0.272727,280.0,280.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,300.0,304.243382,41.89984,0.0,12
6556,3443.287685,1.0,500.0,500.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,7000.0,1073.265004,872.760983,0.0,12
6596,1.199105,0.272727,20.0,20.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,500.0,182.462948,107.00915,0.0,12
6614,3298.236901,1.0,385.0,385.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,7100.0,911.237387,785.033485,0.0,12
6658,417.878821,1.0,364.0,364.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,4,5000.0,1039.551142,211.317636,0.0,12
6744,113.629276,0.272727,798.0,798.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5000.0,4372.014696,84.491283,0.0,12
6762,500.219415,1.0,27.05,0.0,27.05,0.0,0.083333,0.0,0.083333,0.0,0,1,1200.0,104.687781,300.921255,0.0,12
6770,1579.595049,1.0,35.0,35.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,791.526478,698.019678,0.0,12
6794,3.744789,0.090909,78.33,0.0,78.33,0.0,0.083333,0.0,0.083333,0.0,0,1,1000.0,0.0,,0.0,12
6830,6090.522273,1.0,22.16,22.16,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,9000.0,568.7811,30528.4324,0.0,12
6852,15.257465,0.636364,238.25,0.0,238.25,0.0,0.083333,0.0,0.083333,0.0,0,2,3000.0,4.841543,111.741197,0.0,12
6874,58.167348,0.181818,438.87,438.87,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,7500.0,1748.469291,270.533346,0.0,12
6896,1389.583627,1.0,712.87,712.87,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,801.18565,364.139587,0.0,12
6936,1.151323,0.181818,60.3,60.3,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,697.573197,,0.0,12
6940,192.037218,0.909091,1000.0,1000.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,1128.431348,157.31769,0.090909,12
6954,3.141961,0.181818,16.0,16.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5500.0,656.045331,120.437462,1.0,12
7060,284.510677,0.818182,83.2,83.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6500.0,1033.94329,146.825436,0.090909,12
7214,1075.401912,1.0,150.0,150.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,224.135558,443.646049,0.0,12
7216,5.871769,0.818182,29.68,29.68,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10000.0,76.943584,75.595199,0.0,12
7258,7.331662,0.090909,90.66,0.0,90.66,0.0,0.083333,0.0,0.083333,0.0,0,1,3000.0,0.0,,0.0,12
7298,8.35947,0.181818,81.78,0.0,81.78,0.0,0.083333,0.0,0.083333,0.0,0,1,4000.0,896.300688,117.706351,1.0,12
7308,4232.350593,1.0,32.35,32.35,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,14000.0,1262.608728,1163.798856,0.0,12
7424,625.292621,1.0,1215.64,1215.64,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,297.914805,525.056459,0.0,12
7470,981.286008,1.0,1370.0,1370.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1400.0,596.685481,451.584847,0.0,12
7530,922.615452,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1700.0,191.287802,309.777674,0.0,12
7564,595.870472,0.818182,990.0,990.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,764.86843,226.19801,0.0,12
7798,1363.93317,1.0,74.0,74.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,330.099968,273.120559,0.0,12
7816,1.841583,0.181818,67.5,0.0,67.5,0.0,0.083333,0.0,0.083333,0.0,0,1,2500.0,110.266434,209.339591,0.0,12
7834,390.077505,0.636364,1156.0,1156.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,10500.0,1704.470909,247.289712,0.0,12
7940,93.104842,1.0,160.0,160.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5200.0,633.184791,491.717092,0.1,12
8088,69.336196,0.545455,211.87,211.87,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1400.0,435.005491,133.988377,0.0,12
8144,0.0,0.0,181.0,181.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,165.763083,,0.0,12
8164,1253.290131,1.0,138.0,55.0,83.0,0.0,0.083333,0.083333,0.083333,0.0,0,2,9000.0,302.161387,414.1429,0.0,12
8232,11.4334,0.090909,250.0,250.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,1445.844749,84.417079,0.0,12
8256,80.054576,0.454545,315.0,315.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,300.0,1054.977467,190.131556,0.0,12
8282,3.198999,0.090909,45.87,0.0,45.87,0.0,0.083333,0.0,0.083333,0.0,0,1,3000.0,89.700598,14.369082,0.0,12
8326,53.994628,1.0,257.0,257.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,3,6500.0,423.058905,63.502182,0.083333,12
8354,1253.723768,1.0,87.4,87.4,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,6500.0,303.383266,307.918918,0.0,12
8396,37.021347,0.272727,133.35,0.0,133.35,0.0,0.083333,0.0,0.083333,0.0,0,1,2500.0,936.840542,280.738043,0.5,12
8460,1433.699563,1.0,50.0,50.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,275.687079,457.454141,0.0,12
8478,148.376249,0.363636,600.0,600.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,731.400261,178.462119,0.0,12
8488,7.954284,0.272727,56.0,56.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10500.0,312.280331,82.975613,0.0,12
8602,23.506407,0.181818,256.69,256.69,0.0,0.0,0.083333,0.083333,0.0,0.0,0,5,1200.0,1386.758471,89.831553,0.0,12
8620,0.009684,0.181818,79.24,0.0,79.24,0.0,0.083333,0.0,0.083333,0.0,0,1,6000.0,688.614293,35.978677,0.333333,12
8692,475.171266,0.727273,1155.4,1155.4,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,1264.974166,116.244107,0.0,12
8758,699.586726,1.0,796.11,796.11,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,807.665219,1559.810579,0.0,12
8838,5.761614,0.181818,75.0,75.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,3400.0,289.742219,130.752133,0.0,12
410,489.343503,1.0,1446.44,1093.24,353.2,0.0,0.727273,0.363636,0.636364,0.0,0,17,3500.0,1223.217883,189.41742,0.0,11
1522,116.581583,0.818182,1045.14,227.14,818.0,0.0,0.727273,0.181818,0.545455,0.0,0,17,9000.0,1258.396242,144.115556,0.333333,11
1570,1251.26572,1.0,494.04,0.0,494.04,0.0,0.727273,0.0,0.727273,0.0,0,12,1000.0,179.372971,8411.177378,0.0,11
2172,1502.517905,1.0,266.64,0.0,266.64,0.0,0.727273,0.0,0.636364,0.0,0,8,1500.0,318.73308,792.01288,0.0,11
3062,581.24856,0.909091,556.83,484.88,71.95,0.0,0.727273,0.636364,0.090909,0.0,0,32,1500.0,328.462817,345.557752,0.0,11
3736,93.977513,0.909091,389.44,0.0,389.44,0.0,0.727273,0.0,0.727273,0.0,0,8,2500.0,455.962105,114.634795,0.2,11
4252,2895.765754,0.909091,2753.35,1960.0,793.35,0.0,0.727273,0.090909,0.636364,0.0,0,8,9000.0,861.251403,906.390801,0.0,11
5344,487.584965,0.727273,4768.27,4768.27,0.0,0.0,0.727273,0.727273,0.0,0.0,0,27,2500.0,1980.213325,149.493574,0.454545,11
5946,1632.421395,1.0,993.96,245.59,748.37,0.0,0.727273,0.181818,0.636364,0.0,0,22,6000.0,2752.623744,489.842903,0.090909,11
7970,535.291589,1.0,824.61,438.57,386.04,0.0,0.727273,0.181818,0.545455,0.0,0,20,4000.0,314.512747,159.094115,0.0,11
710,841.744925,0.777778,2481.55,2481.55,0.0,0.0,0.555556,0.555556,0.0,0.0,0,9,5000.0,524.564867,275.814651,0.0,9
3046,0.734665,0.777778,254.23,0.0,254.23,0.0,0.555556,0.0,0.555556,0.0,0,5,1500.0,0.0,,0.0,9
254,453.856643,1.0,238.75,0.0,238.75,0.0,0.571429,0.0,0.571429,0.0,0,6,1500.0,94.007773,106.442582,0.0,7
1458,1812.542545,0.857143,2918.08,2918.08,0.0,0.0,0.571429,0.571429,0.0,0.0,0,5,3000.0,247.249275,297.395431,0.0,7
2342,28.719231,0.571429,171.0,66.5,104.5,0.0,0.571429,0.142857,0.285714,0.0,0,4,1500.0,88.029232,100.579304,0.5,7
2880,956.303408,0.857143,1451.5,1451.5,0.0,0.0,0.571429,0.571429,0.0,0.0,0,54,1200.0,210.435488,886.458108,0.0,7
5754,912.857498,1.0,831.03,93.0,738.03,0.0,0.571429,0.285714,0.714286,0.0,0,8,5500.0,95.682798,195.497298,0.0,7
7712,32.669762,0.571429,340.0,0.0,340.0,0.0,0.571429,0.0,0.428571,0.0,0,8,1000.0,465.400577,80.708132,1.0,7
8442,54.250363,0.8,317.4,317.4,0.0,0.0,0.3,0.3,0.0,0.0,0,4,3000.0,234.894972,126.945378,0.0,10
2676,89.22671,0.7,930.0,0.0,930.0,0.0,0.6,0.0,0.5,0.0,0,6,1000.0,1205.16186,123.823581,1.0,10
2742,413.936244,1.0,187.5,0.0,187.5,0.0,0.6,0.0,0.6,0.0,0,6,1000.0,141.526262,176.107285,0.0,10
3538,93.427011,0.8,772.8,772.8,0.0,0.0,0.6,0.6,0.0,0.0,0,9,1200.0,850.9555,104.163023,1.0,10
8482,275.02095,1.0,1943.0,1943.0,0.0,0.0,0.6,0.6,0.0,0.0,0,9,500.0,1438.120632,142.241273,0.555556,10
66,218.894935,1.0,568.34,568.34,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,3000.0,279.74723,241.723393,0.0,12
106,54.952957,0.636364,470.12,0.0,470.12,0.0,0.333333,0.0,0.333333,0.0,0,4,10000.0,1042.208975,178.107513,0.666667,12
286,18.745682,0.363636,872.7,872.7,0.0,0.0,0.333333,0.333333,0.0,0.0,0,11,2500.0,2411.060444,44.981723,1.0,12
366,130.890211,0.363636,131.26,0.0,131.26,0.0,0.333333,0.0,0.333333,0.0,0,4,3000.0,763.568532,67.294065,0.090909,12
378,1180.178744,1.0,233.35,233.35,0.0,0.0,0.333333,0.333333,0.0,0.0,0,6,14000.0,599.388563,336.726753,0.0,12
412,150.351606,1.0,352.92,352.92,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,3100.0,0.0,,0.0,12
522,7.167028,0.363636,99.0,99.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,6000.0,196.556706,85.643203,0.0,12
542,975.820862,1.0,66.72,0.0,66.72,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,254.277454,199.50774,0.0,12
562,1262.645703,1.0,329.9,257.0,72.9,0.0,0.333333,0.166667,0.166667,0.0,0,6,1800.0,905.863527,271.464874,0.0,12
792,1008.864224,1.0,1392.83,1392.83,0.0,0.0,0.333333,0.333333,0.0,0.0,0,7,9000.0,1265.870255,274.007655,0.0,12
880,40.778677,1.0,100.98,100.98,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,400.0,227.659466,196.226103,0.0,12
904,39.798993,0.454545,20.09,20.09,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,3200.0,0.0,,0.0,12
930,91.669477,0.363636,824.5,737.3,87.2,0.0,0.333333,0.083333,0.25,0.0,0,9,1500.0,175.478647,177.923528,1.0,12
1040,793.855972,1.0,1478.93,1478.93,0.0,0.0,0.333333,0.333333,0.0,0.0,0,10,1200.0,723.959807,474.254444,0.0,12
1092,7.581335,0.363636,94.12,0.0,94.12,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,270.381019,143.667356,1.0,12
1098,229.752417,1.0,82.28,0.0,82.28,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,203.78769,171.875166,0.0,12
1160,1727.516892,1.0,624.46,624.46,0.0,0.0,0.333333,0.333333,0.0,0.0,0,9,1800.0,925.227009,865.078504,0.0,12
1238,129.613905,0.636364,1083.04,1083.04,0.0,0.0,0.333333,0.333333,0.0,0.0,0,10,5500.0,1958.462851,87.443335,1.0,12
1306,579.243601,1.0,505.48,505.48,0.0,0.0,0.333333,0.333333,0.0,0.0,0,6,1950.0,188.304134,302.43456,0.0,12
1334,30.530541,0.363636,360.1,192.0,168.1,0.0,0.333333,0.083333,0.25,0.0,0,6,1500.0,872.540799,177.17546,1.0,12
1366,6.793588,0.363636,2634.37,1773.4,860.97,0.0,0.333333,0.333333,0.333333,0.0,0,24,4000.0,4144.707044,49.647266,0.0,12
1584,1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,12
1626,771.773362,1.0,750.0,250.0,500.0,0.0,0.333333,0.083333,0.25,0.0,0,5,4000.0,204.167996,260.332459,0.0,12
1768,0.867528,0.272727,26.62,0.0,26.62,0.0,0.333333,0.0,0.333333,0.0,0,4,4500.0,18.336805,8.745383,0.090909,12
1784,18.549421,0.090909,132.0,0.0,132.0,0.0,0.333333,0.0,0.333333,0.0,0,4,19500.0,3610.565153,66.187935,0.0,12
1786,155.676255,0.818182,990.33,990.33,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,4000.0,1006.564682,67.567132,0.181818,12
1970,16.068323,0.636364,182.8,79.0,103.8,0.0,0.333333,0.083333,0.25,0.0,0,4,1200.0,294.668739,108.486655,0.571429,12
1994,35.942931,0.818182,425.67,257.72,167.95,0.0,0.333333,0.083333,0.166667,0.0,0,4,6500.0,439.687694,126.895337,0.0,12
2090,346.782576,1.0,961.12,961.12,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,7000.0,409.11342,373.884808,0.0,12
2186,160.681189,0.909091,993.5,896.0,97.5,0.0,0.333333,0.166667,0.166667,0.0,0,9,6500.0,980.963861,140.519148,0.090909,12
2198,66.296517,1.0,56.44,0.0,56.44,0.0,0.333333,0.0,0.333333,0.0,0,4,1500.0,110.099433,166.020925,0.0,12
2210,2403.75955,1.0,367.16,367.16,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,2600.0,687.263236,632.040291,0.0,12
2300,2288.181566,1.0,177.45,88.0,89.45,0.0,0.333333,0.083333,0.25,0.0,0,5,5000.0,712.897132,666.545104,0.0,12
2354,275.956562,0.363636,1943.1,1644.79,298.31,0.0,0.333333,0.25,0.25,0.0,0,10,1800.0,5018.330901,268.760421,0.333333,12
2378,931.047119,1.0,494.0,444.0,50.0,0.0,0.333333,0.25,0.083333,0.0,0,7,4000.0,415.139393,354.783499,0.0,12
2416,1992.650296,1.0,20.0,0.0,20.0,0.0,0.333333,0.0,0.333333,0.0,0,4,7500.0,2069.263442,539.15281,0.0,12
2516,76.93561,0.833333,277.0,277.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,2,8500.0,814.605178,109.433095,0.333333,6
2710,2073.595183,1.0,1716.11,1716.11,0.0,0.0,0.333333,0.333333,0.0,0.0,0,7,7000.0,1608.073274,699.559936,0.0,12
2796,364.140613,1.0,1462.38,1462.38,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,2500.0,1858.4353,218.825218,0.083333,12
2818,2610.997575,0.818182,328.7,328.7,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,8000.0,4256.385553,935.303835,0.0,12
2982,67.869072,0.454545,502.52,0.0,502.52,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,1297.259048,140.879535,0.5,12
3150,26.034907,0.636364,299.79,0.0,299.79,0.0,0.333333,0.0,0.25,0.0,0,4,7500.0,308.31669,86.667034,0.3,12
3226,525.17417,1.0,91.23,48.9,42.33,0.0,0.333333,0.083333,0.25,0.0,0,4,4000.0,154.939835,233.341617,0.0,12
3270,444.760263,0.636364,3734.7,3734.7,0.0,0.0,0.333333,0.333333,0.0,0.0,0,7,4000.0,5808.857795,180.414703,0.5,12
3360,2329.869472,1.0,1497.2,1301.26,195.94,0.0,0.333333,0.25,0.083333,0.0,0,5,7000.0,1453.119488,632.472511,0.0,12
3546,218.35043,1.0,54.25,0.0,54.25,0.0,0.333333,0.0,0.333333,0.0,0,4,500.0,704.553221,1722.057336,0.0,12
3566,2154.175363,1.0,1628.07,1628.07,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,5000.0,654.505745,507.655831,0.0,12
3638,1201.204437,1.0,117.89,117.89,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1200.0,283.696314,454.665216,0.0,12
3812,1957.712033,1.0,276.76,0.0,276.76,0.0,0.333333,0.0,0.333333,0.0,0,4,3000.0,566.106669,403.51514,0.0,12
3938,30.327329,0.909091,284.34,0.0,284.34,0.0,0.333333,0.0,0.25,0.0,0,6,1200.0,269.948292,101.35824,0.272727,12
3940,0.0,0.0,120.0,0.0,120.0,0.0,0.333333,0.0,0.333333,0.0,0,4,4000.0,140.890144,,0.0,12
3980,7418.314012,1.0,901.62,858.82,42.8,0.0,0.333333,0.166667,0.166667,0.0,0,4,14500.0,2273.945099,1696.786737,0.0,12
3998,14.524779,0.333333,152.0,152.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,2,1500.0,0.0,,0.0,6
4154,12.65849,0.363636,166.32,0.0,166.32,0.0,0.333333,0.0,0.25,0.0,0,4,2500.0,420.051037,220.621064,1.0,12
4364,482.799015,0.818182,4240.41,4240.41,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,6000.0,6360.427012,127.311184,1.0,12
4466,64.907748,0.727273,547.28,130.0,417.28,0.0,0.333333,0.083333,0.25,0.0,0,4,2500.0,1095.179494,126.509061,1.0,12
4474,25.706551,0.909091,133.86,0.0,133.86,0.0,0.333333,0.0,0.25,0.0,0,6,9500.0,148.214416,167.952263,0.222222,12
4516,1733.972492,1.0,147.96,0.0,147.96,0.0,0.333333,0.0,0.333333,0.0,0,8,1900.0,525.331558,670.323657,0.0,12
4536,92.261256,0.272727,666.68,0.0,666.68,0.0,0.333333,0.0,0.333333,0.0,0,4,900.0,2510.558599,259.141203,0.0,12
4546,2748.868773,1.0,598.5,598.5,0.0,0.0,0.333333,0.333333,0.0,0.0,0,34,2000.0,518.300462,28483.25483,0.0,12
4608,0.0,0.0,54.85,0.0,54.85,0.0,0.333333,0.0,0.333333,0.0,0,5,5000.0,75.750562,,0.0,12
4636,30.072702,0.454545,461.99,461.99,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,6000.0,945.998757,104.810436,0.666667,12
4660,200.971458,1.0,569.68,291.7,277.98,0.0,0.333333,0.083333,0.25,0.0,0,10,4000.0,311.300085,128.751781,0.0,12
4736,8.415931,0.545455,136.36,0.0,136.36,0.0,0.333333,0.0,0.25,0.0,0,5,1000.0,333.700979,113.721974,0.5,12
4782,3.391066,0.272727,72.44,0.0,72.44,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,194.455374,111.933386,0.75,12
4784,24.176932,1.0,189.85,189.85,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,3000.0,184.60455,100.687061,0.0,12
4904,23.249635,0.545455,307.4,0.0,307.4,0.0,0.333333,0.0,0.25,0.0,0,4,5500.0,784.765421,211.2458,0.4,12
4940,0.0,0.0,113.0,0.0,113.0,0.0,0.333333,0.0,0.333333,0.0,0,5,4000.0,268.521412,,0.0,12
4942,14.371243,0.363636,294.28,0.0,294.28,0.0,0.333333,0.0,0.25,0.0,0,8,2500.0,506.189083,124.313354,0.5,12
5016,1138.592025,1.0,327.99,248.99,79.0,0.0,0.333333,0.25,0.166667,0.0,0,9,1200.0,559.386373,902.962826,0.0,12
5088,374.552852,1.0,279.0,0.0,279.0,0.0,0.333333,0.0,0.25,0.0,0,4,1400.0,426.263702,211.761556,0.0,12
5110,33.954525,0.454545,158.0,0.0,158.0,0.0,0.333333,0.0,0.25,0.0,0,4,1200.0,178.116509,64.695731,0.0,12
5134,2.463995,0.363636,165.8,0.0,165.8,0.0,0.333333,0.0,0.333333,0.0,0,4,700.0,251.778786,14.945497,0.0,12
5268,39.564588,0.363636,359.24,0.0,359.24,0.0,0.333333,0.0,0.333333,0.0,0,4,1500.0,992.647976,139.000402,1.0,12
5274,4663.032241,1.0,1325.31,1325.31,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,4500.0,2064.110786,6004.094182,0.0,12
5278,1003.058842,1.0,1627.0,1627.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,12,1200.0,1897.171179,613.912928,0.0,12
5386,916.627912,1.0,155.96,0.0,155.96,0.0,0.333333,0.0,0.333333,0.0,0,8,1200.0,717.21209,389.19459,0.0,12
5456,826.018339,1.0,191.67,160.5,31.17,0.0,0.333333,0.25,0.083333,0.0,0,5,1200.0,443.248137,236.976635,0.0,12
5470,12.029327,0.272727,581.21,0.0,581.21,0.0,0.333333,0.0,0.333333,0.0,0,11,4000.0,1333.87748,32.779615,0.0,12
5530,150.699542,0.363636,648.64,330.0,318.64,0.0,0.333333,0.083333,0.25,0.0,0,5,2500.0,0.0,,0.0,12
6138,25.99831,0.454545,398.57,111.24,287.33,0.0,0.333333,0.083333,0.25,0.0,0,4,2500.0,821.069037,132.906041,0.8,12
6222,510.233775,1.0,436.74,436.74,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,3500.0,484.285337,239.690542,0.0,12
6332,21.181957,0.363636,431.7,151.7,280.0,0.0,0.333333,0.083333,0.25,0.0,0,5,3000.0,592.236231,162.941232,1.0,12
6348,827.66215,1.0,965.0,890.0,75.0,0.0,0.333333,0.166667,0.166667,0.0,0,4,2000.0,748.605862,330.125475,0.0,12
6506,1494.221853,1.0,356.62,308.26,48.36,0.0,0.333333,0.25,0.166667,0.0,0,6,1600.0,641.34086,663.87709,0.0,12
6560,48.157955,0.363636,648.24,286.0,362.24,0.0,0.333333,0.25,0.25,0.0,0,6,2000.0,753.720188,58.719455,0.363636,12
6694,8953.743398,1.0,254.85,83.97,170.88,0.0,0.333333,0.083333,0.25,0.0,0,5,12000.0,2105.588422,3520.422846,0.0,12
6806,11.332157,0.545455,136.08,136.08,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1200.0,257.582031,111.278576,0.666667,12
6808,50.006512,0.454545,701.25,0.0,701.25,0.0,0.333333,0.0,0.25,0.0,0,5,3500.0,1834.431851,132.939468,1.0,12
6816,6.690484,0.272727,133.2,0.0,133.2,0.0,0.333333,0.0,0.25,0.0,0,4,2500.0,418.446951,42.250987,0.0,12
6880,1229.938869,1.0,699.96,412.47,287.49,0.0,0.333333,0.166667,0.166667,0.0,0,9,2250.0,1333.446631,240.345071,0.0,12
6884,257.564141,0.363636,2971.83,2971.83,0.0,0.0,0.333333,0.333333,0.0,0.0,0,21,6000.0,3946.991516,358.523649,0.333333,12
7004,1358.890643,1.0,89.9,28.0,61.9,0.0,0.333333,0.083333,0.166667,0.0,0,4,7000.0,323.344372,409.65366,0.0,12
7084,19.766484,0.363636,197.48,0.0,197.48,0.0,0.333333,0.0,0.25,0.0,0,4,16000.0,409.933465,164.248292,0.5,12
7362,289.353197,1.0,461.68,201.0,260.68,0.0,0.333333,0.083333,0.166667,0.0,0,7,4500.0,282.328051,183.50739,0.0,12
7374,756.887956,0.727273,178.0,0.0,178.0,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,1390.256371,4287.23667,0.090909,12
7386,69.37782,0.545455,588.02,71.3,516.72,0.0,0.333333,0.083333,0.333333,0.0,0,5,7000.0,1596.674994,241.434175,0.4,12
7430,20.889413,0.636364,244.2,0.0,244.2,0.0,0.333333,0.0,0.25,0.0,0,4,4000.0,541.817138,72.261438,0.0,12
7594,91.478145,0.636364,209.4,0.0,209.4,0.0,0.333333,0.0,0.333333,0.0,0,4,2000.0,431.612195,129.715755,0.0,12
7672,14.203161,0.454545,117.0,0.0,117.0,0.0,0.333333,0.0,0.25,0.0,0,4,7950.0,346.311752,164.071552,0.666667,12
7726,131.271213,1.0,147.26,0.0,147.26,0.0,0.333333,0.0,0.25,0.0,0,4,1000.0,430.455738,163.227325,0.090909,12
7882,1055.99498,1.0,1482.18,1482.18,0.0,0.0,0.333333,0.333333,0.0,0.0,0,6,1500.0,1418.618359,2733.696071,0.0,12
8028,6571.484039,1.0,9325.22,9325.22,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,8500.0,11036.72668,1824.680131,0.0,12
8040,119.760904,0.363636,1859.34,0.0,1859.34,0.0,0.333333,0.0,0.25,0.0,0,4,20000.0,3104.275623,288.903628,0.25,12
8302,30.525356,0.454545,384.95,384.95,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,14500.0,498.165923,86.348345,0.272727,12
8374,1181.767566,1.0,153.95,153.95,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,6500.0,1908.258846,365.472319,0.0,12
8418,31.932178,0.363636,365.36,0.0,365.36,0.0,0.333333,0.0,0.333333,0.0,0,4,1833.333333,822.118125,137.769926,1.0,12
8556,50.962159,0.454545,803.45,803.45,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,5500.0,797.779992,174.831289,1.0,12
8594,161.926545,0.333333,1427.83,1427.83,0.0,0.0,0.333333,0.333333,0.0,0.0,0,12,14000.0,0.0,,0.0,6
8604,16.821079,0.363636,121.2,0.0,121.2,0.0,0.333333,0.0,0.25,0.0,0,4,7000.0,310.4036,275.926987,1.0,12
8708,12.886661,0.363636,1437.15,1399.8,37.35,0.0,0.333333,0.25,0.083333,0.0,0,4,2700.0,2372.012083,98.767606,0.25,12
8816,162.027905,0.818182,1045.84,1045.84,0.0,0.0,0.333333,0.333333,0.0,0.0,0,7,1850.0,530.125935,171.522214,0.125,12
8900,6.420394,0.363636,136.72,0.0,136.72,0.0,0.333333,0.0,0.333333,0.0,0,4,2500.0,361.012758,169.705471,0.8,12
1186,61.115414,0.909091,239.71,0.0,239.71,0.0,0.454545,0.0,0.454545,0.0,0,5,700.0,358.108438,130.741607,0.090909,11
2860,36.412211,0.545455,343.56,0.0,343.56,0.0,0.454545,0.0,0.363636,0.0,0,7,2000.0,349.484812,133.622458,0.0,11
